"schema_version","release_id","status","selected_model_id","candidate_id","incumbent_id","track_id","panel_id","score_support_g","primary_probability_view","raw_fallback_status","decision_sha256","freeze_id","artifact","relative_path","artifact_role","sha256","canonical_content_sha256","rows","bytes","labels_embedded","manifest_self_sha256"
"phase12-release-manifest-v1","phase14-open-nb-incumbent-calibrated-v1","approved","open_nb_incumbent","open_nb_incumbent","open_nb_incumbent","updating","open_core","40","calibrated_1x2","available for audit; accepted fitted calibration is primary","8adb6d0475474971596d4255a174fcc7b3c8c9847a14d6112f20848bbdec82e1","phase12_freeze_v1","limitations.md","limitations.md","metadata","387d5cff6a9c07e1ba49ab7787f2f42ce5e0b2168d6753a8ac84c6c319ed2062","387d5cff6a9c07e1ba49ab7787f2f42ce5e0b2168d6753a8ac84c6c319ed2062","","587","FALSE",""
"phase12-release-manifest-v1","phase14-open-nb-incumbent-calibrated-v1","approved","open_nb_incumbent","open_nb_incumbent","open_nb_incumbent","updating","open_core","40","calibrated_1x2","available for audit; accepted fitted calibration is primary","8adb6d0475474971596d4255a174fcc7b3c8c9847a14d6112f20848bbdec82e1","phase12_freeze_v1","manifests/calibration_gate.csv","manifests/calibration_gate.csv","manifest","6eab1b1aa4998738a1ef021c74981d6489ca6a615ebbfcaafd35d781d735b852","6eab1b1aa4998738a1ef021c74981d6489ca6a615ebbfcaafd35d781d735b852","1","1672","FALSE",""
"phase12-release-manifest-v1","phase14-open-nb-incumbent-calibrated-v1","approved","open_nb_incumbent","open_nb_incumbent","open_nb_incumbent","updating","open_core","40","calibrated_1x2","available for audit; accepted fitted calibration is primary","8adb6d0475474971596d4255a174fcc7b3c8c9847a14d6112f20848bbdec82e1","phase12_freeze_v1","manifests/calibration_revision_manifest.csv","manifests/calibration_revision_manifest.csv","manifest","c99f474c04279d59db00901efabe7b710c7f550e889c07a45b84158e89a0634b","c99f474c04279d59db00901efabe7b710c7f550e889c07a45b84158e89a0634b","1","2471","FALSE",""
"phase12-release-manifest-v1","phase14-open-nb-incumbent-calibrated-v1","approved","open_nb_incumbent","open_nb_incumbent","open_nb_incumbent","updating","open_core","40","calibrated_1x2","available for audit; accepted fitted calibration is primary","8adb6d0475474971596d4255a174fcc7b3c8c9847a14d6112f20848bbdec82e1","phase12_freeze_v1","manifests/final_evaluation_manifest.csv","manifests/final_evaluation_manifest.csv","manifest","87395b90afaca3e93323cc10062e27092d02091762116220f35b6a2873ca1ed3","87395b90afaca3e93323cc10062e27092d02091762116220f35b6a2873ca1ed3","9","7011","FALSE",""
"phase12-release-manifest-v1","phase14-open-nb-incumbent-calibrated-v1","approved","open_nb_incumbent","open_nb_incumbent","open_nb_incumbent","updating","open_core","40","calibrated_1x2","available for audit; accepted fitted calibration is primary","8adb6d0475474971596d4255a174fcc7b3c8c9847a14d6112f20848bbdec82e1","phase12_freeze_v1","manifests/freeze_manifest.csv","manifests/freeze_manifest.csv","manifest","07bd01933565561312848a54edd41b04d78bd36194284eb77bd7b6c5e0f6b5e2","07bd01933565561312848a54edd41b04d78bd36194284eb77bd7b6c5e0f6b5e2","9","42620","FALSE",""
"phase12-release-manifest-v1","phase14-open-nb-incumbent-calibrated-v1","approved","open_nb_incumbent","open_nb_incumbent","open_nb_incumbent","updating","open_core","40","calibrated_1x2","available for audit; accepted fitted calibration is primary","8adb6d0475474971596d4255a174fcc7b3c8c9847a14d6112f20848bbdec82e1","phase12_freeze_v1","manifests/provenance.json","manifests/provenance.json","manifest","3a16a357f956c3e996a30ccb1d17e235f5e7a9f94f8d59463dc76453db41b7f7","3a16a357f956c3e996a30ccb1d17e235f5e7a9f94f8d59463dc76453db41b7f7","","1845","FALSE",""
"phase12-release-manifest-v1","phase14-open-nb-incumbent-calibrated-v1","approved","open_nb_incumbent","open_nb_incumbent","open_nb_incumbent","updating","open_core","40","calibrated_1x2","available for audit; accepted fitted calibration is primary","8adb6d0475474971596d4255a174fcc7b3c8c9847a14d6112f20848bbdec82e1","phase12_freeze_v1","model/approved_model.rds","model/approved_model.rds","model","c65a4f90477e5b799e234d1a313ff333f6cce12cfc08de93e342d7718c252ff8","c65a4f90477e5b799e234d1a313ff333f6cce12cfc08de93e342d7718c252ff8","","141627795","FALSE",""
"phase12-release-manifest-v1","phase14-open-nb-incumbent-calibrated-v1","approved","open_nb_incumbent","open_nb_incumbent","open_nb_incumbent","updating","open_core","40","calibrated_1x2","available for audit; accepted fitted calibration is primary","8adb6d0475474971596d4255a174fcc7b3c8c9847a14d6112f20848bbdec82e1","phase12_freeze_v1","model/calibrator.rds","model/calibrator.rds","model","be1392fd4b9fbfe747ea90c89a17413f72459d8ff708d6d80d1bf086973eb51e","be1392fd4b9fbfe747ea90c89a17413f72459d8ff708d6d80d1bf086973eb51e","","2755","FALSE",""
"phase12-release-manifest-v1","phase14-open-nb-incumbent-calibrated-v1","approved","open_nb_incumbent","open_nb_incumbent","open_nb_incumbent","updating","open_core","40","calibrated_1x2","available for audit; accepted fitted calibration is primary","8adb6d0475474971596d4255a174fcc7b3c8c9847a14d6112f20848bbdec82e1","phase12_freeze_v1","model_contract.json","model_contract.json","contract","aab1ad7e775af2dd0cf1dcf201ddfce0f8c9bf5a5bb90d664ffda1800e7ee202","aab1ad7e775af2dd0cf1dcf201ddfce0f8c9bf5a5bb90d664ffda1800e7ee202","","3068","FALSE",""
"phase12-release-manifest-v1","phase14-open-nb-incumbent-calibrated-v1","approved","open_nb_incumbent","open_nb_incumbent","open_nb_incumbent","updating","open_core","40","calibrated_1x2","available for audit; accepted fitted calibration is primary","8adb6d0475474971596d4255a174fcc7b3c8c9847a14d6112f20848bbdec82e1","phase12_freeze_v1","release_manifest.csv","release_manifest.csv","self","5c5c9177de6750e686cb74b63b5b4e3ecf155e31985434523a6bcfff3541e3d7","5c5c9177de6750e686cb74b63b5b4e3ecf155e31985434523a6bcfff3541e3d7","","","FALSE","5c5c9177de6750e686cb74b63b5b4e3ecf155e31985434523a6bcfff3541e3d7"
